Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
pos-2992-l-gd,POS 2992/L GOLD TABLE LAMP GOLD PL TABLE LAMP,Title,Default Title,,,,,POS 2992/L GD,,,,,,,,,,0
pos-2997-24-a-b,POS 2997/24 AN/BRASS W/ALAB.,Title,Default Title,,,,,POS 2997/24 A/B,,,,,,,,,,1
pos-2998-14-ru,POS 2998/14 RUST SATIN CHANDELIER WITH,Title,Default Title,,,,,POS 2998/14 RU,,,,,,,,,,0
pos-2998-14-sat,POS 2998/14 SATIN SATIN CHANDELIER WITH,Title,Default Title,,,,,POS 2998/14 SAT,,,,,,,,,,0
pos-2998-6-sat,POS 2998/6 SATIN CHANDELIER W/ALABASTER,Title,Default Title,,,,,POS 2998/6 SAT,,,,,,,,,,0
pos-2998-a4-ru,POS 2998/A4 RUST C/W ALAB.,Title,Default Title,,,,,POS 2998/A4 RU,,,,,,,,,,0
pos-2998-a4-sat,POS 2998/A4 SATIN C/W ALAB.,Title,Default Title,,,,,POS 2998/A4 SAT,,,,,,,,,,0
pos-3000-a1-f-g,POS 3000/A1 FRENCH GOLD (E14),Title,Default Title,,,,,POS 3000/A1 F/G,,,,,,,,,,0
pos-3000-a2-f-g,POS 3000/A2 FRENCH/GOLD (2xE14),Title,Default Title,,,,,POS 3000/A2 F/G,,,,,,,,,,0
pos-3000-a3-f-g,POS 3000/A3 FRENCH GOLD (3*E14),Title,Default Title,,,,,POS 3000/A3 F/G,,,,,,,,,,5
pos-3000-a5-f-g,POS 3000/A5 FRENCH GOLD (5*E14),Title,Default Title,,,,,POS 3000/A5 F/G,,,,,,,,,,0
pos-3001-a2-f-g,POS 3001/A2 FRENCH/GOLD FRENCH GOLD WALL BRACKET,Title,Default Title,,,,,POS 3001/A2 F/G,,,,,,,,,,0
pos-3005-a1-006,POS 3005/A1 GOLD PLATED FINISH (2XE14),Title,Default Title,,,,,POS 3005/A1-006,,,,,,,,,,0
pos-3005-a1-035,POS 3005/A1 CHROME FINISH (2XE14),Title,Default Title,,,,,POS 3005/A1-035,,,,,,,,,,0
pos-3005-a2-ab,POSSONI 3005/A2 ANTIQUE BRASS PICTURE LIGHT (2xE14),Title,Default Title,,,,,POS 3005/A2 AB,,,,,,,,,,3
pos-3005-a2-br,POS 3005/A2 BR/BK/GR PICTURE LIGHT,Title,Default Title,,,,,POS 3005/A2 BR,,,,,,,,,,0
pos-3005-a2-gd,POS 3005/A2 GOLD PLATED PICTURE LIGHT,Title,Default Title,,,,,POS 3005/A2 GD,,,,,,,,,,2
pos-3005-a2-gr,POS 3005/A2 GREEN PICTURE LIGHT (2xE14),Title,Default Title,,,,,POS 3005/A2 GR,,,,,,,,,,1
pos-3005-a2-o-s,POS 3005/A2 OLD/SILVER OLD SILVER PICTURE LIGHT,Title,Default Title,,,,,POS 3005/A2 O/S,,,,,,,,,,0
pos-3005-a2-ru,POS 3005/A2 RUST RUST PICTURE LIGHT,Title,Default Title,,,,,POS 3005/A2 RU,,,,,,,,,,0
pos-3006-l-gd,POS 3006/L GOLD,Title,Default Title,,,,,POS 3006/L GD,,,,,,,,,,0
pos-3007-a2-f-g,POS 3007/A2 FRENCH/GOLD FRENCH GOLD WALL BRACKET,Title,Default Title,,,,,POS 3007/A2 F/G,,,,,,,,,,0
pos-3009-l-sg,POS 3009/L SATIN GOLD,Title,Default Title,,,,,POS 3009/L SG,,,,,,,,,,0
pos-304-5-satin,POS 304/5 SATIN CHANDELIER W/GLASS,Title,Default Title,,,,,POS 304/5 SATIN,,,,,,,,,,0
pos-3055-a3-ab,POSSINI 3055/A3 ANTIQUE BRASS PICTURE LIGHT (3xE14),Title,Default Title,,,,,POS 3055/A3 AB,,,,,,,,,,0
pos-3055-a3-gd,POSSINI 3055/A3 SHADED GOLD PLATED PICTURE LIGHT,Title,Default Title,,,,,POS 3055/A3 GD,,,,,,,,,,0
pos-306-3-sat,POS 306/3 SATIN CHANDELIER (3xE27),Title,Default Title,,,,,POS 306/3 SAT,,,,,,,,,,0
pos-306-5-satin,POS 306/5 ANTIQUE BRASS CHANDELIER W/GLASS (5xE27),Title,Default Title,,,,,POS 306/5 SATIN,,,,,,,,,,0
pos-306-6-3-sat,POS 306/6+3 SATIN CHANDELIER (9xE27),Title,Default Title,,,,,POS 306/6+3 SAT,,,,,,,,,,0
pos-306-a1-sat,POS 306/A1 ANTIQUE BRASS WALL BRACKET W/GLASS (E27),Title,Default Title,,,,,POS 306/A1 SAT,,,,,,,,,,0
pos-306-a2-sat,POS 306/A2 ANTIQUE BRASS WALL LIGHT W/GLASS SHADE,Title,Default Title,,,,,POS 306/A2 SAT,,,,,,,,,,0
pos-306-e14-gl,POS 306/E14 GLASS ONLY,Title,Default Title,,,,,POS 306/E14 GL,,,,,,,,,,0
pos-306-e27-gl,POS 306/E27 GLASS ONLY,Title,Default Title,,,,,POS 306/E27 GL,,,,,,,,,,8
pos-3984-plg-st,POS 3984/PLG SATIN FLUSH CEILING LIGHT (3xE14),Title,Default Title,,,,,POS 3984/PLG ST,,,,,,,,,,2
pos-3984-plp-st,POS 3984/PLP SATIN FLUSH CEILING LIGHT,Title,Default Title,,,,,POS 3984/PLP ST,,,,,,,,,,0
pos-4795-6-fg,POS 4795/6-002 FRENCH GOLD CHANDELIER WITH GLASS,Title,Default Title,,,,,POS 4795/6 FG,,,,,,,,,,1
pos-4795-lg-fg,POS 4795/LG-002 FRENCH GOLD TABLE LAMP WITH,Title,Default Title,,,,,POS 4795/LG FG,,,,,,,,,,1
pos-4795-lp-fg,POS 4795/LP-002 FRENCH GOLD TABLE LAMP WITH,Title,Default Title,,,,,POS 4795/LP FG,,,,,,,,,,0
pos-504-5-f-g,POS 504/5 FRENCH GOLD CHANDELIER (5xE14),Title,Default Title,,,,,POS 504/5 F/G,,,,,,,,,,0
pos-504-8-f-g,POS 504/8 FRENCH/GOLD CHANDELIER (8xE14),Title,Default Title,,,,,POS 504/8 F/G,,,,,,,,,,1
pos-504-a1-f-g,POS 504/A1 FRENCH/GOLD FRENCH GOLD WALL BRACKET,Title,Default Title,,,,,POS 504/A1 F/G,,,,,,,,,,0
pos-504-a2-fr-gd,POS 504/A2 FRENCH GOLD,Title,Default Title,,,,,POS 504/A2 FR/GD,,,,,,,,,,0
pos-507-8-ab,POS 507/8 ANTIC BRASS CHANDELIER,Title,Default Title,,,,,POS 507/8 AB,,,,,,,,,,0
pos-507-8-at-b,POS 507/8-032 ANTIC BRONZE CHANDELIER (8xE14),Title,Default Title,,,,,POS 507/8 AT/B,,,,,,,,,,0
pos-519-10-5cha,POS 519/10+5 FRENCH GOLD CHAIN,Title,Default Title,,,,,POS 519/10+5CHA,,,,,,,,,,0
pos-519-10-5f-g,POS 519/10+5 FRENCH/GOLD,Title,Default Title,,,,,POS 519/10+5F/G,,,,,,,,,,0
pos-519-a2-f-g,POS 519/A2 FRENCH/GOLD,Title,Default Title,,,,,POS 519/A2 F/G,,,,,,,,,,0
pos-550-a2-gd,POS 550/A2-079 SHADED GOLD PLATED WALL LIGHT WITH,Title,Default Title,,,,,POS 550/A2 GD,,,,,,,,,,0
pos-651-glass,POS 651 SCAVO GLASS ONLY,Title,Default Title,,,,,POS 651 GLASS,,,,,,,,,,0
pos-651-3-gd,POS 651/3 GOLD PLATED,Title,Default Title,,,,,POS 651/3 GD,,,,,,,,,,0
pos-651-3-1-gd,POS 651/3+1 GOLD,Title,Default Title,,,,,POS 651/3+1 GD,,,,,,,,,,0
pos-651-3-1-gr,POS 651/3+1 GREEN CHANDELIER W/SCAVO GLASS,Title,Default Title,,,,,POS 651/3+1 GR,,,,,,,,,,0
pos-651-5-1-gd,POS 651/5+1 GOLD CHANDELIER W/GLASS,Title,Default Title,,,,,POS 651/5+1 GD,,,,,,,,,,0
pos-651-5-1-gr,POS 651/5+1 GREEN,Title,Default Title,,,,,POS 651/5+1 GR,,,,,,,,,,1
pos-651-5-3-gr,POS 651/5+3 GREEN,Title,Default Title,,,,,POS 651/5+3 GR,,,,,,,,,,0
pos-651-a1-gd,POS 651/A1 GOLD (E14) WALL LIGHT W/GLASS,Title,Default Title,,,,,POS 651/A1 GD,,,,,,,,,,0
pos-651-a1-gr,POS 651/A1 GREEN (E14) WALL LIGHT,Title,Default Title,,,,,POS 651/A1 GR,,,,,,,,,,2
pos-651-a1-gr-a,POS 651/A1 GREEN/ALABASTER,Title,Default Title,,,,,POS 651/A1 GR/A,,,,,,,,,,0
pos-658-5-gr,POS 658/5 GREEN,Title,Default Title,,,,,POS 658/5 GR,,,,,,,,,,1
pos-658-5-sat,POS 658/5 SATIN HANGING LIGHT,Title,Default Title,,,,,POS 658/5 SAT,,,,,,,,,,0
pos-658-a1-gr,POS 658/A1 GREEN WALL BRACKET W/GLASS,Title,Default Title,,,,,POS 658/A1 GR,,,,,,,,,,0
pos-658-a1-sat,POS 658/A1 SATIN WALL LIGHT,Title,Default Title,,,,,POS 658/A1 SAT,,,,,,,,,,0
pos-658-gr-glas,POS 658/GR SCAVO GLASS ONLY,Title,Default Title,,,,,POS 658/GR GLAS,,,,,,,,,,0
pos-670-3-rust,POS 670/3 RUST,Title,Default Title,,,,,POS 670/3 RUST,,,,,,,,,,0
pos-670-6-gl,POS 670/6 SCAVO GLASS,Title,Default Title,,,,,POS 670/6 GL,,,,,,,,,,2
pos-670-6-rust,POS 670/6 RUST CHANDELIER W/SCAVO GL,Title,Default Title,,,,,POS 670/6 RUST,,,,,,,,,,0
pos-670-a1-gr,POS 670/A1 GREEN,Title,Default Title,,,,,POS 670/A1 GR,,,,,,,,,,0
pos-670-a1-rust,POS 670/A1 RUST (E14),Title,Default Title,,,,,POS 670/A1 RUST,,,,,,,,,,0
pos-670-a2-rust,POS 670/A2 RUST,Title,Default Title,,,,,POS 670/A2 RUST,,,,,,,,,,0
pos-670-p,POS 670/P FLOOR LAMP 1XE27,Title,Default Title,,,,,POS 670/P,,,,,,,,,,1
pos-671-6-satin,POS 671/6 SATIN CHANDELIER W/SCAVO GL,Title,Default Title,,,,,POS 671/6 SATIN,,,,,,,,,,0
pos-671-a1-sat,POS 671/A1 SATIN CHANDELIER W/SCAVO GL,Title,Default Title,,,,,POS 671/A1 SAT,,,,,,,,,,0
pos-7009-l-ch,POS TL 7009/L-035 (E27) CHROME FINISH TABLE LAMP,Title,Default Title,,,,,POS 7009/L CH,,,,,,,,,,0
pos-7009-l-gd,POS 7009/L-006 GOLD PLATED FINISH TABLE LAMP WITH,Title,Default Title,,,,,POS 7009/L GD,,,,,,,,,,0
pos-713-blue,POS 713 BLUE CHANDELABRUM,Title,Default Title,,,,,POS 713 BLUE,,,,,,,,,,2
pos-713-green,POS 713 GREEN CHANDELABRUM,Title,Default Title,,,,,POS 713 GREEN,,,,,,,,,,2
pos-713-red,POS 713 RED CHANDELABRUM,Title,Default Title,,,,,POS 713 RED,,,,,,,,,,2
pos-776-5-sat-f,POS 776/5 SATIN/FRENCH,Title,Default Title,,,,,POS 776/5 SAT/F,,,,,,,,,,0
pos-776-8-gold,POS 776/8 GOLD FRENCH CHANDELIER,Title,Default Title,,,,,POS 776/8 GOLD,,,,,,,,,,0
pos-801-6-fr-gd,POS 801/6 FRENCH/GOLD,Title,Default Title,,,,,POS 801/6 FR/GD,,,,,,,,,,0
pos-888-6-po-br,POS 886/6 POLISH BRASS CHANDELIER,Title,Default Title,,,,,POS 888/6 PO/BR,,,,,,,,,,0
pos-888-8-4-an-wh,POS 888/8+4-PZ-091 ANTIQUE WHITE/GOLD CHANDELIER,Title,Default Title,,,,,POS 888/8+4 AN WH,,,,,,,,,,1
pos-888-8-4-f-g,POS 888/8+4 FRENCH/GOLD FRENCH GOLD,Title,Default Title,,,,,POS 888/8+4 F/G,,,,,,,,,,0
pos-888-8-4-p-b,POS 888/8+4 POLISH BRASS CHANDELIER,Title,Default Title,,,,,POS 888/8+4 P/B,,,,,,,,,,0
pos-888-8-8-4-f-g,POS 888/8+8+4 FRENCH/GOLD,Title,Default Title,,,,,POS 888/8+8+4 F/G,,,,,,,,,,0
pos-888-a2-an-wh,POS 888/A2-PZ-091 ANTIQUE WHITE/GOLD WALL LIGHT,Title,Default Title,,,,,POS 888/A2 AN WH,,,,,,,,,,1
pos-888-a2-f-gd,POS 888/A2 FRENCH/GOLD (2*E14) WALL BRACKET,Title,Default Title,,,,,POS 888/A2 F/GD,,,,,,,,,,0
pos-888-a2-p-b,POS 888/A2 POLISH BRASS WALL BRACKET,Title,Default Title,,,,,POS 888/A2 P/B,,,,,,,,,,0
pos-888-a3-sb,POS 888/A3 SOLID BRASS,Title,Default Title,,,,,POS 888/A3 SB,,,,,,,,,,0
pos-888-l3-pz-an-wh,POS 888/L3-PZ-091 ANTIQUE WHITE/GOLD TABLE LAMP,Title,Default Title,,,,,POS 888/L3-PZ AN WH,,,,,,,,,,1
pos-925-5,POS 925/5 SATIN,Title,Default Title,,,,,POS 925/5,,,,,,,,,,0
pos-929,POS 929 VASE,Title,Default Title,,,,,POS 929,,,,,,,,,,0
pos-br-chain,POS ANTIQUE BRASS CHAIN MM.6,Title,Default Title,,,,,POS BR CHAIN,,,,,,,,,,0
pos-cap-gr,POS 1609/PL GR - CEILING CAP,Title,Default Title,,,,,POS CAP - GR,,,,,,,,,,0
pos-cap-ru,POS 1609/PL RUST - CEILING CAP,Title,Default Title,,,,,POS CAP - RU,,,,,,,,,,0
pos-cap-sat,POS 1609/PL SAT - CEILING CAP,Title,Default Title,,,,,POS CAP - SAT,,,,,,,,,,0
pos-chain,"POS CHAIN SATIN, BR/BK/GR (PER FEET)",Title,Default Title,,,,,POS CHAIN,,,,,,,,,,0
pos-dl7805-go-gd,POS DL7805-GO GOLD PLATED DOWNLIGHT WITH,Title,Default Title,,,,,POS DL7805-GO GD,,,,,,,,,,2
pos-elect-wire,POS ELECTRIC WIRE (3 X 0.75),Title,Default Title,,,,,POS ELECT WIRE,,,,,,,,,,0
pos-oe-40-sat,POS OE-40 SAT,Title,Default Title,,,,,POS OE-40 SAT,,,,,,,,,,0
pos-oe-50-sat,POS OE-50 SAT,Title,Default Title,,,,,POS OE-50 SAT,,,,,,,,,,0
pos-oe-60-sat,POS OE-60 SAT,Title,Default Title,,,,,POS OE-60 SAT,,,,,,,,,,0
pos-sam-5-sat,POS SAM/5 SATIN SATINED CHANDELIER,Title,Default Title,,,,,POS SAM/5 SAT,,,,,,,,,,0
pos-sam-a1-sat,POS SAM/A1 SATIN SATINED WALL BRACKET,Title,Default Title,,,,,POS SAM/A1 SAT,,,,,,,,,,0
pos-wire,POS ELECTRIC WIRE,Title,Default Title,,,,,POS WIRE,,,,,,,,,,0
pos-xlb-1099x-v,POS XLB-1099X VERDE,Title,Default Title,,,,,POS XLB-1099X V,,,,,,,,,,0
pr-sp-maior-s1,PR SP MAIOR S1 NIKEL/WHITE,Title,Default Title,,,,,PR SP MAIOR S1,,,,,,,,,,0
pr-wl-zero-w1,PR WL ZERO W1 NIKEL/WHITE,Title,Default Title,,,,,PR WL ZERO W1,,,,,,,,,,0
puk-es-07-al,PUK HYDROSTEP ES-07 AL,Title,Default Title,,,,,PUK ES-07 AL,,,,,,,,,,0
puk-es-08,PUK HYDROSTEP ES-08,Title,Default Title,,,,,PUK ES-08,,,,,,,,,,1
puk-es-q-st,PUK HYDROFLOOR MEDIUM ES Q (ST) - FROSTED GLASS,Title,Default Title,,,,,PUK ES-Q (ST),,,,,,,,,,0
puk-es-t-st,PUK HYDROFLOOR MEDIUM ES T (ST) - FROSTED GLASS,Title,Default Title,,,,,PUK ES-T (ST),,,,,,,,,,0
puk-hf-oz-st,PUK HYDROFLAT HF-OZ (ST),Title,Default Title,,,,,PUK HF-OZ (ST),,,,,,,,,,0
puk-hydrolite,PUK HYDROLITE (1X150W),Title,Default Title,,,,,PUK HYDROLITE,,,,,,,,,,0
puk-hydrostripe,PUK HYDROSTRIPE (1X14W) WH,Title,Default Title,,,,,PUK HYDROSTRIPE,,,,,,,,,,0
puk-id5-wht,PUK ID5 WHITE,Title,Default Title,,,,,PUK ID5 WHT,,,,,,,,,,0
puk-q04-al,PUK HYDROSTEP QUADRO Q04 AL,Title,Default Title,,,,,PUK Q04 AL,,,,,,,,,,0
puma-compact,PUMA COMPACT (300W) FLOODLIGHT,Title,Default Title,,,,,PUMA COMPACT,,,,,,,,,,0
py-2190-0146,PY 2190.0146,Title,Default Title,,,,,PY 2190.0146,,,,,,,,,,0
py-2190-5046,PY 2190.5046,Title,Default Title,,,,,PY 2190.5046,,,,,,,,,,3
py-2262-0611,PY 2262.0611,Title,Default Title,,,,,PY 2262.0611,,,,,,,,,,0
py-2262-3346,PY 2262.3346 TABLE LIGHT,Title,Default Title,,,,,PY 2262.3346,,,,,,,,,,1
py-2264-3333,PY 2264.3333,Title,Default Title,,,,,PY 2264.3333,,,,,,,,,,2
py-2265,PY 2265,Title,Default Title,,,,,PY 2265,,,,,,,,,,0
py-2265-white,PY 2265 WHITE,Title,Default Title,,,,,PY 2265 WHITE,,,,,,,,,,0
py-2265-3311,PY 2265.3311,Title,Default Title,,,,,PY 2265.3311,,,,,,,,,,0
py-2265-3333,PY 2265.3333,Title,Default Title,,,,,PY 2265.3333,,,,,,,,,,0
py-2267-3346,PY 2267.3346,Title,Default Title,,,,,PY 2267.3346,,,,,,,,,,5
py-2295-1128-r,PY 2295.1128 RED,Title,Default Title,,,,,PY 2295.1128 R,,,,,,,,,,0
py-2295-1128-y,PY 2295.1128 YELLOW,Title,Default Title,,,,,PY 2295.1128 Y,,,,,,,,,,0
py-2295-1206-p,PY 2295.1206 PINK,Title,Default Title,,,,,PY 2295.1206 P,,,,,,,,,,0
py-2295-3333-oa,PY 2295.3333 OAK,Title,Default Title,,,,,PY 2295.3333 OA,,,,,,,,,,0
radium-tube-60,RADIUM TUBE (60W),Title,Default Title,,,,,RADIUM TUBE (60,,,,,,,,,,11
rc-2500-30f,"RC 2500/30F CEILING LIGHT, FLORE ORO",Title,Default Title,,,,,RC 2500/30F,,,,,,,,,,0
rc-2500-50c,"RC 2500/50C CEILING LIGHT, AMBRA",Title,Default Title,,,,,RC 2500/50C,,,,,,,,,,0
rc-2500-50d,"RC 2500/50D CEILING LIGHT, FASCIA AMBRA",Title,Default Title,,,,,RC 2500/50D,,,,,,,,,,0
rc-2500-50e,"RC 2500/50E CEILING LIGHT, G.ORO",Title,Default Title,,,,,RC 2500/50E,,,,,,,,,,0
rc-2500-50f,"RC 2500/50F CEILING LIGHT, FLORE ORO",Title,Default Title,,,,,RC 2500/50F,,,,,,,,,,0
rc-2500-50g,"RC 2500/50G CEILING LIGHT, BIANCO",Title,Default Title,,,,,RC 2500/50G,,,,,,,,,,0
rc-2500-50g-gla,RC 2500/50G GLASS ONLY,Title,Default Title,,,,,RC 2500/50G GLA,,,,,,,,,,0
rc-2500-50h,"RC 2500/50H CEILING LIGHT, NERO",Title,Default Title,,,,,RC 2500/50H,,,,,,,,,,0
rc-2500-50i,"RC 2500/50I CEILING LIGHT, GREEN",Title,Default Title,,,,,RC 2500/50I,,,,,,,,,,0
rc-2500-50iglas,RC 2500/50I GLASS ONLY CEILING LIGHT,Title,Default Title,,,,,RC 2500/50IGLAS,,,,,,,,,,0
rc-2500-50j,"RC 2500/50J CEILING LIGHT, TABACCO",Title,Default Title,,,,,RC 2500/50J,,,,,,,,,,0
rc-3000-32-amb,RC 3000/32 AMB SFUMATO AMBRA ACIDATO,Title,Default Title,,,,,RC 3000/32 AMB,,,,,,,,,,0
rc-3000-32-blu,RC 3000/32 BLU SFUMATO BLU ACIDATO,Title,Default Title,,,,,RC 3000/32 BLU,,,,,,,,,,0
rc-3000-32-oran,RC 3000/32 ORANGE SFUMATO AMBRA ACIDATO,Title,Default Title,,,,,RC 3000/32 ORAN,,,,,,,,,,0
rc-3000-32-wh,RC 3000/32 WH BIANCO ACIDATO,Title,Default Title,,,,,RC 3000/32 WH,,,,,,,,,,0
rc-3000-40-wh,RC 3000/40 WH BIANCO ACIDATO,Title,Default Title,,,,,RC 3000/40 WH,,,,,,,,,,0
rc-3000-40-ye,RC 3000/40 YELLOW BIANCO ACIDATO,Title,Default Title,,,,,RC 3000/40 YE,,,,,,,,,,0
rc-3064-32-wc,RC 3064/32 WC CILIEGIO V.MIRELLA,Title,Default Title,,,,,RC 3064/32 WC,,,,,,,,,,0
rc-3064-32-wf,RC 3064/32 WF FAGGIO V.MIRELLA,Title,Default Title,,,,,RC 3064/32 WF,,,,,,,,,,0
rc-3198-55,RC 3198/55,Title,Default Title,,,,,RC 3198/55,,,,,,,,,,0
rc-360-32-wh,RC 360/32 WHITE CEILING LIGHT,Title,Default Title,,,,,RC 360/32 WH,,,,,,,,,,0
rc-560-32-br,RC 560/32 BROWN CEILING LIGHT,Title,Default Title,,,,,RC 560/32 BR,,,,,,,,,,0
rc-560-32-wh,RC 560/32 WHITE CEILING LIGHT,Title,Default Title,,,,,RC 560/32 WH,,,,,,,,,,0
rc-cap,RC ROSONE (CEILING CAP),Title,Default Title,,,,,RC CAP,,,,,,,,,,0
rc-chain-1m,RC CHAIN 1 METRE,Title,Default Title,,,,,RC CHAIN 1M,,,,,,,,,,0
rc-pn-2128-d,RC PN 2128/D STANDING LIGHT,Title,Default Title,,,,,RC PN 2128/D,,,,,,,,,,0
rca-1000-1,RCA 1000/1 WALL LIGHT,Title,Default Title,,,,,RCA 1000/1,,,,,,,,,,0
rca-1001-1,RCA 1001/1 WALL LIGHT,Title,Default Title,,,,,RCA 1001/1,,,,,,,,,,0
rca-1024-glass,RCA 1024 GLASS ONLY,Title,Default Title,,,,,RCA 1024 GLASS,,,,,,,,,,0
rca-1024-1,RCA 1024/1 BR. SF. VETRO SER.,Title,Default Title,,,,,RCA 1024/1,,,,,,,,,,0
rca-2155-1,RCA 2155/1 WALL LIGHT,Title,Default Title,,,,,RCA 2155/1,,,,,,,,,,0
rca-2163-1,RCA 2163/1 BR. OL. VETRO BL.,Title,Default Title,,,,,RCA 2163/1,,,,,,,,,,0
rca-2163-1-glas,RCA 2163/1 GLASS ONLY,Title,Default Title,,,,,RCA 2163/1 GLAS,,,,,,,,,,0
rca-2163-2,RCA 2163/2 BR. OL VETRO BL.,Title,Default Title,,,,,RCA 2163/2,,,,,,,,,,0
rca-2164-1,RCA 2164/1 WALL LIGHT,Title,Default Title,,,,,RCA 2164/1,,,,,,,,,,0
rca-2256-1,RCA 2256/1 BR.SF.VETRO BL.,Title,Default Title,,,,,RCA 2256/1,,,,,,,,,,0
rca-2263-1,RCA 2263/1 WALL LIGHT,Title,Default Title,,,,,RCA 2263/1,,,,,,,,,,0
rca-2376-1,RCA 2376/1 ORO Z. VETRO SF.AM.,Title,Default Title,,,,,RCA 2376/1,,,,,,,,,,0
rca-2376-2,RCA 2376/2 ORO Z. VETRO SF. AM.,Title,Default Title,,,,,RCA 2376/2,,,,,,,,,,0
rca-2400-glass,RCA 2400/1 GLASS ONLY,Title,Default Title,,,,,RCA 2400 GLASS,,,,,,,,,,0
rca-2400-1,RCA 2400/1 WALL LIGHT,Title,Default Title,,,,,RCA 2400/1,,,,,,,,,,0
rca-2400-2,RCA 2400/2 WALL LIGHT,Title,Default Title,,,,,RCA 2400/2,,,,,,,,,,0
rca-2407-2-ver,RCA 2407/2 VERDE ANTICO,Title,Default Title,,,,,RCA 2407/2 VER,,,,,,,,,,1
rca-2408-1-bro,RCA 2408/1 BRONZO OL,Title,Default Title,,,,,RCA 2408/1 BRO,,,,,,,,,,0
rca-2408-1-oro,RCA 2408/1 ORO ANTICO,Title,Default Title,,,,,RCA 2408/1 ORO,,,,,,,,,,0
rca-2408-2-bro,RCA 2408/2 BRONZO OL,Title,Default Title,,,,,RCA 2408/2 BRO,,,,,,,,,,0
rca-2408-2-oro,RCA 2408/2 ORO ANTICO,Title,Default Title,,,,,RCA 2408/2 ORO,,,,,,,,,,1
rca-2410-1,RCA 2410/1,Title,Default Title,,,,,RCA 2410/1,,,,,,,,,,0
rca-2422-1,RCA 2422/1,Title,Default Title,,,,,RCA 2422/1,,,,,,,,,,0
rca-2701-1,RCA 2701/1 WALL LIGHT,Title,Default Title,,,,,RCA 2701/1,,,,,,,,,,0
rca-2701-2,RCA 2701/2 WALL LIGHT,Title,Default Title,,,,,RCA 2701/2,,,,,,,,,,0
rca-2710-2,RCA 2710/2 WALL LIGHT,Title,Default Title,,,,,RCA 2710/2,,,,,,,,,,0
rca-2720-1,RCA 2720/1 WALL LIGHT,Title,Default Title,,,,,RCA 2720/1,,,,,,,,,,0
rca-2722-1,RCA 2722/1 WALL LIGHT,Title,Default Title,,,,,RCA 2722/1,,,,,,,,,,0
rca-2722-2,RCA 2722/2 WALL LIGHT,Title,Default Title,,,,,RCA 2722/2,,,,,,,,,,0
rca-2730-1,RCA 2730/1 WALL LIGHT,Title,Default Title,,,,,RCA 2730/1,,,,,,,,,,0
rca-2746-1,RCA 2746/1 WALL LIGHT,Title,Default Title,,,,,RCA 2746/1,,,,,,,,,,0
rca-2748-1,RCA 2748/1 WALL LIGHT,Title,Default Title,,,,,RCA 2748/1,,,,,,,,,,0
rca-2770-1,RCA 2770/1 WALL LIGHT,Title,Default Title,,,,,RCA 2770/1,,,,,,,,,,0
rca-2770-2,RCA 2770/2 WALL LIGHT,Title,Default Title,,,,,RCA 2770/2,,,,,,,,,,0
rca-620-2,RCA 620/2 WALL LIGHT,Title,Default Title,,,,,RCA 620/2,,,,,,,,,,0
rca-621-2,RCA 621/2 WALL LIGHT,Title,Default Title,,,,,RCA 621/2,,,,,,,,,,0
rca-628-2,RCA 628/2 WALL LIGHT,Title,Default Title,,,,,RCA 628/2,,,,,,,,,,0
rca-634-2,RCA 634/2 WALL LIGHT,Title,Default Title,,,,,RCA 634/2,,,,,,,,,,0
rca-754-1,RCA 754/1 WALL LIGHT,Title,Default Title,,,,,RCA 754/1,,,,,,,,,,0
rca-760-1,RCA 760/1 WALL LIGHT,Title,Default Title,,,,,RCA 760/1,,,,,,,,,,0
rca-762-1,RCA 762/1 WALL LIGHT,Title,Default Title,,,,,RCA 762/1,,,,,,,,,,0
rca-832-1,RCA 832/1 WALL LIGHT,Title,Default Title,,,,,RCA 832/1,,,,,,,,,,0
rca-832-2,RCA 832/2 BR.SF.VETRO BL.,Title,Default Title,,,,,RCA 832/2,,,,,,,,,,0
rca-881-1,RCA 881/1 WALL LIGHT,Title,Default Title,,,,,RCA 881/1,,,,,,,,,,0
rca-889-1,RCA 889/1 WALL LIGHT,Title,Default Title,,,,,RCA 889/1,,,,,,,,,,0
rca-965-1,RCA 965/1 WALL LIGHT,Title,Default Title,,,,,RCA 965/1,,,,,,,,,,0
rcl-1000-3,RCL 1000/3 HANGING LIGHT,Title,Default Title,,,,,RCL 1000/3,,,,,,,,,,0
rcl-1000-5,RCL 1000/5 HANGING LIGHT,Title,Default Title,,,,,RCL 1000/5,,,,,,,,,,0
rcl-1001-5,RCL 1001/5 HANGING LIGHT,Title,Default Title,,,,,RCL 1001/5,,,,,,,,,,0
rcl-1024-3,RCL 1024/3 BR. SF. VETRO SER.,Title,Default Title,,,,,RCL 1024/3,,,,,,,,,,0
rcl-1024-3-glas,RCL 1024/3 GLASS ONLY,Title,Default Title,,,,,RCL 1024/3 GLAS,,,,,,,,,,0
rcl-1024-5,RCL 1024/5 BR. SF. VETRO SER.,Title,Default Title,,,,,RCL 1024/5,,,,,,,,,,0
rcl-2128-44,RCL 2128/44,Title,Default Title,,,,,RCL 2128/44,,,,,,,,,,0
